order_id,customer_id,order_date,status,total_amount
ORD0000058,CUST000160,2026-01-04 15:56:19,pending,2000.4
ORD0000059,CUST000145,2024-09-13 22:13:02,processing,2171.63
ORD0000060,CUST000119,2025-02-25 18:13:25,processing,1926.56
ORD0000061,CUST000055,2025-04-14 13:29:35,shipped,3818.09
ORD0000062,CUST000098,2025-09-05 05:03:56,delivered,4168.03
ORD0000063,CUST000065,2025-09-28 13:06:14,shipped,3757.67
ORD0000064,CUST000014,2025-10-24 18:05:30,shipped,389.66
ORD0000065,CUST000167,2024-02-13 22:04:56,delivered,4750.58
ORD0000066,CUST000052,2026-01-05 00:56:27,pending,804.29
ORD0000067,CUST000033,2025-03-11 05:12:42,delivered,2841.65
ORD0000068,CUST000056,2025-04-20 01:43:24,delivered,3846.15
ORD0000069,CUST000043,2025-08-25 22:39:55,delivered,3752.23
ORD0000070,CUST000030,2025-12-04 16:54:27,delivered,4825.37
ORD0000071,CUST000028,2025-12-06 19:37:13,pending,1594.19
ORD0000072,CUST000174,2025-08-06 22:40:36,shipped,3589.32
ORD0000073,CUST000020,2025-05-04 03:21:45,processing,3873.78
ORD0000074,CUST000176,2025-12-12 07:09:23,delivered,3991.32
ORD0000075,CUST000145,2024-09-24 18:34:57,shipped,2170.47
ORD0000076,CUST000095,2025-04-04 05:46:08,shipped,1739.09
ORD0000077,CUST000108,2025-07-17 23:46:12,processing,4805.9
ORD0000078,CUST000163,2025-10-31 22:06:33,delivered,2205.66
ORD0000079,CUST000188,2025-08-23 14:30:12,returned,1386.91
ORD0000080,CUST000138,2025-12-30 20:02:00,shipped,4137.39
ORD0000081,CUST000152,2025-11-23 17:32:45,shipped,1265.2
ORD0000082,CUST000023,2025-11-17 11:49:30,canceled,1257.12
ORD0000083,CUST000119,2025-12-24 05:18:59,delivered,1926.0
ORD0000084,CUST000008,2025-07-24 01:37:05,canceled,950.11
ORD0000085,CUST000055,2025-01-26 23:42:00,delivered,1734.68
ORD0000086,CUST000153,2025-08-26 06:18:22,canceled,2801.17
ORD0000087,CUST000133,2024-07-12 02:32:54,processing,3614.37
ORD0000088,CUST000126,2025-09-21 18:29:18,delivered,3468.52
ORD0000089,CUST000166,2026-01-02 23:04:57,shipped,135.35
ORD0000090,CUST000076,2025-03-19 21:24:53,shipped,1254.36
ORD0000091,CUST000170,2025-09-16 04:49:44,shipped,2789.69
ORD0000092,CUST000089,2025-06-05 21:38:39,returned,2774.42
ORD0000093,CUST000091,2025-09-09 20:49:31,shipped,1567.78
ORD0000094,CUST000060,2025-01-15 07:15:19,delivered,1611.96
ORD0000095,CUST000191,2025-12-02 14:47:10,returned,3466.31
ORD0000096,CUST000050,2025-04-30 01:55:10,delivered,1418.67
ORD0000097,CUST000151,2025-10-02 01:34:41,shipped,1450.84
ORD0000098,CUST000026,2025-12-27 11:52:38,shipped,1836.36
ORD0000099,CUST000078,2025-02-03 17:26:15,delivered,676.59
ORD0000100,CUST000012,2025-04-29 06:53:29,delivered,3502.22
ORD0000101,CUST000033,2025-07-16 20:08:45,canceled,2479.85
ORD0000102,CUST000004,2025-10-03 10:47:27,shipped,2230.32
ORD0000103,CUST000048,2024-08-11 05:27:38,shipped,4315.53
ORD0000104,CUST000030,2025-12-13 07:28:16,processing,2484.15
ORD0000105,CUST000148,2025-06-22 17:19:12,delivered,801.05
ORD0000106,CUST000145,2025-04-16 20:54:11,processing,1278.55
ORD0000107,CUST000143,2025-11-25 21:56:06,shipped,3000.83
ORD0000108,CUST000159,2025-05-21 07:59:44,delivered,1932.87
ORD0000109,CUST000114,2025-09-16 23:59:55,canceled,4950.65
ORD0000110,CUST000079,2025-09-12 13:50:48,delivered,3067.67
ORD0000111,CUST000190,2024-06-03 04:22:47,canceled,1078.55
ORD0000112,CUST000055,2024-11-17 22:38:40,delivered,827.43
ORD0000113,CUST000045,2025-12-31 21:17:05,processing,63.24
ORD0000114,CUST000116,2025-12-24 20:44:59,shipped,1195.81
ORD0000115,CUST000181,2025-03-06 10:13:05,delivered,2297.46
ORD0000116,CUST000176,2025-11-06 16:00:46,canceled,3949.75
ORD0000117,CUST000161,2025-09-14 04:06:21,delivered,4671.66
ORD0000118,CUST000109,2025-12-15 05:56:24,shipped,3255.79
ORD0000119,CUST000069,2025-04-16 15:06:29,processing,871.32
ORD0000120,CUST000079,2025-09-22 20:02:54,delivered,2867.57
ORD0000121,CUST000074,2025-03-09 03:51:38,processing,3458.96
ORD0000122,CUST000180,2025-12-08 00:23:36,canceled,2527.34
ORD0000123,CUST000127,2025-05-08 04:07:53,processing,247.31
ORD0000124,CUST000111,2025-09-22 23:32:43,shipped,1289.32
ORD0000125,CUST000024,2025-09-08 16:00:55,returned,4188.0
ORD0000126,CUST000148,2025-05-20 20:21:58,returned,4997.88
ORD0000127,CUST000173,2025-12-29 05:46:27,shipped,249.15
ORD0000128,CUST000194,2025-07-22 07:30:49,shipped,3274.97
ORD0000129,CUST000072,2025-08-28 09:34:03,returned,2207.63
ORD0000130,CUST000126,2024-09-26 10:08:08,shipped,2071.32
ORD0000131,CUST000083,2025-12-28 19:14:37,processing,846.08
ORD0000132,CUST000106,2025-07-03 19:01:31,shipped,3329.79
ORD0000133,CUST000103,2025-11-26 06:52:46,pending,485.9
ORD0000134,CUST000065,2025-11-14 09:57:30,processing,3874.11
ORD0000135,CUST000132,2025-10-31 23:23:53,returned,3305.42
ORD0000136,CUST000139,2025-05-07 02:53:07,shipped,978.53
ORD0000137,CUST000093,2025-12-18 02:17:59,delivered,3145.77
ORD0000138,CUST000195,2024-06-20 00:10:59,shipped,2768.64
ORD0000139,CUST000074,2025-03-08 08:31:22,canceled,2449.32
ORD0000140,CUST000008,2025-11-06 11:32:37,delivered,1234.52
ORD0000141,CUST000041,2025-08-22 05:23:23,delivered,2783.64
ORD0000142,CUST000024,2025-09-07 20:19:52,returned,4569.0
ORD0000143,CUST000119,2025-01-06 20:16:36,delivered,812.16
ORD0000144,CUST000184,2025-03-19 15:35:46,shipped,1403.45
ORD0000145,CUST000124,2025-10-24 17:33:09,shipped,2778.76
ORD0000146,CUST000099,2025-04-08 08:57:14,canceled,2565.79
ORD0000147,CUST000035,2024-12-20 21:23:04,shipped,3960.53
ORD0000148,CUST000107,2025-09-13 05:00:31,canceled,2563.3
ORD0000149,CUST000001,2024-09-01 12:41:55,delivered,4195.51
ORD0000150,CUST000149,2025-12-16 10:55:01,shipped,785.55
ORD0000151,CUST000138,2025-12-30 21:01:00,shipped,2781.99
ORD0000152,CUST000140,2024-10-27 01:50:52,shipped,1642.8
ORD0000153,CUST000049,2025-11-08 02:01:11,delivered,1206.13
ORD0000154,CUST000199,2025-12-12 06:50:51,pending,3736.29
ORD0000155,CUST000181,2025-05-21 22:37:46,shipped,3335.26
ORD0000156,CUST000167,2024-05-10 19:03:54,shipped,233.25
ORD0000157,CUST000129,2025-08-29 08:11:21,shipped,546.8
ORD0000158,CUST000113,2024-09-06 06:23:16,shipped,2311.79
ORD0000159,CUST000185,2025-06-15 04:26:05,shipped,3291.17
ORD0000160,CUST000040,2025-07-19 01:34:02,shipped,4847.56
ORD0000161,CUST000087,2025-07-30 09:43:35,delivered,3266.69
ORD0000162,CUST000085,2026-01-02 12:34:02,canceled,1931.05
ORD0000163,CUST000082,2025-09-02 23:28:39,delivered,3809.04
ORD0000164,CUST000139,2024-06-10 04:13:47,delivered,1212.11
ORD0000165,CUST000176,2025-11-11 21:44:15,returned,3746.49
ORD0000166,CUST000112,2024-10-25 04:16:08,delivered,3534.26
ORD0000167,CUST000026,2026-01-02 13:15:25,shipped,1532.36
ORD0000168,CUST000008,2024-08-09 20:24:39,shipped,327.79
ORD0000169,CUST000092,2025-11-06 15:10:57,shipped,1258.78
ORD0000170,CUST000106,2025-03-26 13:40:28,delivered,941.28
ORD0000171,CUST000045,2025-12-26 03:30:24,delivered,1943.59
ORD0000172,CUST000175,2024-11-10 23:58:13,shipped,2936.63
ORD0000173,CUST000060,2025-10-06 18:31:26,delivered,2324.87
ORD0000174,CUST000171,2024-04-25 14:18:49,canceled,2353.0
ORD0000175,CUST000074,2025-09-10 09:01:45,shipped,415.62
ORD0000176,CUST000089,2025-10-09 18:48:31,shipped,4812.04
ORD0000177,CUST000177,2025-07-31 15:32:52,shipped,1545.5
ORD0000178,CUST000099,2025-11-21 15:22:13,processing,1937.75
ORD0000179,CUST000092,2025-11-26 01:08:54,shipped,3511.43
ORD0000180,CUST000006,2025-11-05 19:27:26,delivered,1408.68
ORD0000181,CUST000145,2024-09-30 23:14:58,canceled,3738.6
ORD0000182,CUST000074,2025-11-25 14:18:24,delivered,3054.97
ORD0000183,CUST000091,2024-08-30 01:12:00,delivered,3123.41
ORD0000184,CUST000174,2025-02-02 16:11:52,delivered,4521.85
ORD0000185,CUST000166,2025-12-28 11:36:11,shipped,2232.07
ORD0000186,CUST000149,2025-08-23 20:34:35,delivered,496.16
ORD0000187,CUST000076,2025-04-29 17:13:46,delivered,919.42
ORD0000188,CUST000034,2025-12-31 19:18:04,canceled,1860.99
ORD0000189,CUST000129,2024-12-25 14:42:23,delivered,1322.0
ORD0000190,CUST000124,2025-12-28 15:21:27,shipped,4358.46
ORD0000191,CUST000030,2025-10-05 14:43:01,returned,746.75
ORD0000192,CUST000058,2025-12-17 23:12:27,delivered,4900.71
ORD0000193,CUST000143,2025-09-09 12:00:21,processing,2003.14
ORD0000194,CUST000068,2025-11-07 15:20:44,processing,1874.5
ORD0000195,CUST000192,2025-07-15 21:08:29,shipped,1936.08
ORD0000196,CUST000164,2025-11-02 09:33:44,processing,1207.42
ORD0000197,CUST000007,2025-07-13 09:45:37,canceled,2828.97
ORD0000198,CUST000157,2025-06-25 01:05:20,delivered,3195.25
ORD0000199,CUST000119,2025-05-30 07:46:56,delivered,627.55
ORD0000200,CUST000012,2025-04-22 13:30:51,shipped,2488.49
ORD0000201,CUST000025,2025-05-28 02:28:29,canceled,721.54
ORD0000202,CUST000117,2025-03-17 11:37:04,delivered,3728.54
ORD0000203,CUST000139,2025-04-03 20:06:40,delivered,3646.67
ORD0000204,CUST000107,2025-11-13 09:13:57,processing,2472.27
ORD0000205,CUST000105,2025-07-25 02:38:58,pending,1884.12
ORD0000206,CUST000114,2025-10-15 14:39:56,returned,4284.48
ORD0000207,CUST000026,2025-12-31 16:47:01,shipped,4890.32
ORD0000208,CUST000092,2025-10-07 02:49:53,shipped,989.55
ORD0000209,CUST000032,2025-11-25 04:08:19,processing,1099.92
ORD0000210,CUST000164,2025-06-19 10:14:34,processing,1700.87
ORD0000211,CUST000033,2025-11-09 15:43:44,delivered,389.62
ORD0000212,CUST000196,2025-10-11 03:37:23,shipped,1118.96
ORD0000213,CUST000060,2025-06-25 18:51:38,delivered,3953.79
ORD0000214,CUST000153,2024-03-01 20:09:08,shipped,4920.94
ORD0000215,CUST000034,2025-12-31 21:10:59,shipped,913.76
ORD0000216,CUST000170,2026-01-04 20:13:03,pending,123.56
ORD0000217,CUST000061,2025-07-24 05:40:06,shipped,912.52
ORD0000218,CUST000014,2025-09-11 09:53:45,delivered,2654.12
ORD0000219,CUST000191,2025-10-17 18:14:01,shipped,3901.18
ORD0000220,CUST000132,2025-08-03 03:53:16,processing,2544.0
ORD0000221,CUST000158,2025-05-18 08:15:48,delivered,4548.32
ORD0000222,CUST000169,2025-04-12 08:11:51,shipped,3234.54
ORD0000223,CUST000008,2024-08-21 08:56:41,returned,4244.13
ORD0000224,CUST000110,2025-11-14 14:17:54,shipped,4553.02
ORD0000225,CUST000019,2024-05-27 13:20:42,shipped,784.25
ORD0000226,CUST000033,2024-10-08 00:03:49,delivered,2947.56
ORD0000227,CUST000183,2025-10-07 05:05:16,shipped,3007.09
ORD0000228,CUST000076,2025-06-18 00:55:15,shipped,2179.49
ORD0000229,CUST000180,2025-11-24 00:44:20,canceled,3272.04
ORD0000230,CUST000197,2025-10-17 04:50:32,delivered,1114.36
ORD0000231,CUST000116,2025-11-07 23:39:22,shipped,4145.73
ORD0000232,CUST000103,2025-08-14 02:56:40,delivered,1597.11
ORD0000233,CUST000081,2025-12-24 17:37:52,shipped,4770.28
ORD0000234,CUST000176,2025-11-30 01:13:13,processing,4167.27
ORD0000235,CUST000024,2025-10-18 01:50:26,processing,3707.04
ORD0000236,CUST000034,2026-01-02 10:49:40,processing,4785.29
ORD0000237,CUST000144,2025-01-16 16:37:56,delivered,2083.5
ORD0000238,CUST000171,2025-11-22 01:26:42,shipped,4583.43
ORD0000239,CUST000014,2025-10-12 15:36:30,delivered,1790.65
ORD0000240,CUST000148,2025-03-19 22:27:25,shipped,3300.84
ORD0000241,CUST000058,2025-08-29 15:38:41,shipped,2803.51
ORD0000242,CUST000030,2025-12-01 18:08:04,shipped,1169.49
ORD0000243,CUST000110,2025-12-28 13:52:26,returned,4101.21
ORD0000244,CUST000158,2025-12-03 17:15:45,pending,4648.97
ORD0000245,CUST000178,2025-09-20 00:37:46,pending,1402.69
ORD0000246,CUST000196,2025-07-07 21:58:41,canceled,1787.57
ORD0000247,CUST000047,2025-11-04 23:39:44,delivered,2033.88
ORD0000248,CUST000037,2025-12-08 06:43:12,delivered,201.75
ORD0000249,CUST000192,2025-03-27 16:42:52,shipped,2128.17
ORD0000250,CUST000088,2025-11-26 13:55:18,shipped,3621.9
ORD0000251,CUST000199,2025-12-19 21:33:15,delivered,4422.54
ORD0000252,CUST000040,2025-08-04 02:25:32,delivered,296.32
ORD0000253,CUST000021,2025-05-10 14:11:20,shipped,2148.87
ORD0000254,CUST000156,2025-12-19 09:08:27,shipped,1117.07
ORD0000255,CUST000132,2025-01-28 19:22:31,shipped,598.9
ORD0000256,CUST000174,2025-11-01 09:56:24,shipped,1576.68
ORD0000257,CUST000057,2025-10-22 19:37:33,returned,321.17
ORD0000258,CUST000053,2025-02-08 16:28:25,canceled,3848.38
ORD0000259,CUST000196,2025-06-17 03:38:47,shipped,643.92
ORD0000260,CUST000128,2025-11-25 12:30:13,shipped,689.47
ORD0000261,CUST000137,2025-12-18 23:53:07,shipped,2815.68
ORD0000262,CUST000172,2025-12-29 17:45:12,shipped,2015.5
ORD0000263,CUST000190,2024-04-19 23:06:11,shipped,2325.78
ORD0000264,CUST000020,2025-06-27 16:11:42,delivered,2888.33
ORD0000265,CUST000182,2025-12-28 13:13:47,shipped,620.11
ORD0000266,CUST000006,2024-10-09 08:33:12,shipped,4740.69
ORD0000267,CUST000118,2025-12-27 22:58:19,delivered,1841.17
ORD0000268,CUST000112,2024-10-30 22:35:16,shipped,2964.91
ORD0000269,CUST000135,2024-07-14 16:18:55,shipped,1585.86
ORD0000270,CUST000087,2024-09-21 09:43:54,shipped,882.26
ORD0000271,CUST000131,2025-11-26 17:15:52,shipped,1009.82
ORD0000272,CUST000199,2025-12-09 07:18:42,shipped,4793.21
ORD0000273,CUST000166,2025-12-29 19:08:18,shipped,774.9
ORD0000274,CUST000051,2024-07-10 14:03:54,delivered,3813.07
ORD0000275,CUST000168,2025-06-01 03:33:17,shipped,3875.6
ORD0000276,CUST000127,2025-05-28 12:25:36,delivered,3811.39
ORD0000277,CUST000115,2025-12-24 05:00:31,canceled,2844.23
ORD0000278,CUST000163,2025-07-17 20:59:05,canceled,3154.73
ORD0000279,CUST000039,2025-11-27 17:49:15,processing,2238.93
ORD0000280,CUST000078,2025-12-04 11:53:45,shipped,328.05
ORD0000281,CUST000130,2025-01-28 13:28:59,shipped,2286.97
ORD0000282,CUST000015,2025-09-11 06:40:01,delivered,429.82
ORD0000283,CUST000024,2025-11-22 15:17:49,delivered,1953.19
ORD0000284,CUST000149,2025-11-05 10:25:34,returned,3707.66
ORD0000285,CUST000011,2025-06-09 22:55:06,canceled,2879.7
ORD0000286,CUST000049,2025-11-24 03:31:42,delivered,2531.77
ORD0000287,CUST000016,2025-09-11 15:03:09,processing,4500.68
ORD0000288,CUST000088,2025-12-23 14:45:52,processing,3248.33
ORD0000289,CUST000011,2025-01-04 01:33:08,delivered,4955.38
ORD0000290,CUST000135,2025-06-24 14:57:25,delivered,1851.29
ORD0000291,CUST000073,2025-11-08 15:10:28,shipped,1724.92
ORD0000292,CUST000154,2025-07-04 04:55:12,delivered,3254.16
ORD0000293,CUST000017,2025-01-17 06:11:34,processing,3407.98
ORD0000294,CUST000073,2025-10-13 08:04:04,delivered,3299.99
ORD0000295,CUST000155,2025-03-11 20:02:51,shipped,2934.56
ORD0000296,CUST000037,2025-02-07 11:11:16,shipped,3297.47
ORD0000297,CUST000170,2025-07-04 13:39:04,processing,3558.73
ORD0000298,CUST000022,2025-08-17 13:44:42,delivered,3235.29
ORD0000299,CUST000085,2025-06-04 06:13:27,delivered,4153.35
ORD0000300,CUST000190,2025-09-01 11:34:59,canceled,512.59
ORD0000301,CUST000172,2025-12-11 03:45:59,shipped,140.24
ORD0000302,CUST000080,2025-11-30 01:38:56,returned,1741.58
ORD0000303,CUST000197,2025-09-21 22:23:56,shipped,4999.88
ORD0000304,CUST000040,2025-07-19 12:27:28,shipped,3951.19
ORD0000305,CUST000130,2025-10-26 03:02:57,shipped,3706.29
ORD0000306,CUST000135,2024-06-12 21:53:30,delivered,4388.14
ORD0000307,CUST000159,2025-03-08 19:48:49,delivered,813.55
ORD0000308,CUST000047,2025-12-28 08:18:34,delivered,4054.77
ORD0000309,CUST000043,2025-11-23 11:49:56,shipped,2083.75
ORD0000310,CUST000174,2025-04-21 22:19:54,returned,3072.45
ORD0000311,CUST000193,2025-09-05 04:31:55,shipped,1233.88
ORD0000312,CUST000121,2025-11-26 05:08:17,shipped,4738.29
ORD0000313,CUST000113,2025-06-14 09:57:56,delivered,3901.71
ORD0000314,CUST000129,2025-07-11 14:59:30,shipped,852.19
ORD0000315,CUST000052,2026-01-04 02:49:19,delivered,4371.36
ORD0000316,CUST000014,2025-12-20 07:16:09,shipped,1887.5
ORD0000317,CUST000027,2025-09-11 04:22:52,delivered,4263.27
ORD0000318,CUST000073,2025-09-10 16:34:08,delivered,1400.32
ORD0000319,CUST000132,2025-02-10 19:54:30,delivered,503.98
ORD0000320,CUST000057,2025-11-02 15:58:25,canceled,4655.84
ORD0000321,CUST000107,2025-07-19 13:16:13,shipped,1901.11
ORD0000322,CUST000099,2025-01-13 16:57:17,shipped,189.53
ORD0000323,CUST000026,2025-12-30 22:06:58,delivered,731.12
ORD0000324,CUST000074,2025-04-04 00:38:42,delivered,737.02
ORD0000325,CUST000181,2025-07-29 04:48:44,shipped,75.99
ORD0000326,CUST000021,2024-10-26 00:04:57,shipped,4183.07
ORD0000327,CUST000141,2025-11-15 08:03:16,shipped,600.37
ORD0000328,CUST000074,2024-10-03 15:22:54,shipped,286.36
ORD0000329,CUST000108,2025-11-10 12:40:17,delivered,2312.71
ORD0000330,CUST000029,2025-10-09 23:20:01,delivered,131.35
ORD0000331,CUST000132,2025-07-26 22:21:00,shipped,760.71
ORD0000332,CUST000110,2025-11-04 06:22:27,delivered,1240.79
ORD0000333,CUST000107,2025-08-14 14:01:16,delivered,473.79
ORD0000334,CUST000093,2025-09-01 08:01:27,returned,2743.21
ORD0000335,CUST000130,2025-08-02 23:02:48,pending,4372.99
ORD0000336,CUST000012,2025-12-10 23:33:12,shipped,1897.85
ORD0000337,CUST000192,2024-02-22 06:34:39,shipped,384.42
ORD0000338,CUST000062,2025-10-07 07:38:56,delivered,563.14
ORD0000339,CUST000149,2025-08-11 07:07:17,processing,1793.88
ORD0000340,CUST000087,2025-12-25 04:14:00,delivered,4160.4
ORD0000341,CUST000176,2025-11-29 02:44:45,returned,2418.73
ORD0000342,CUST000047,2025-11-04 04:05:29,processing,3892.14
ORD0000343,CUST000118,2024-04-19 10:18:46,shipped,266.84
ORD0000344,CUST000052,2025-12-16 16:28:00,shipped,1584.88
ORD0000345,CUST000102,2025-08-24 17:27:06,shipped,231.27
ORD0000346,CUST000166,2025-12-30 07:47:00,shipped,4317.59
ORD0000347,CUST000013,2025-11-29 13:43:20,shipped,4006.74
ORD0000348,CUST000112,2025-06-16 10:06:08,delivered,4478.46
ORD0000349,CUST000099,2025-08-01 15:49:11,returned,2506.21
ORD0000350,CUST000128,2025-02-03 14:59:38,canceled,2620.42
ORD0000351,CUST000022,2025-10-01 04:51:23,processing,3032.14
ORD0000352,CUST000047,2025-12-14 00:54:34,shipped,557.86
ORD0000353,CUST000084,2025-11-12 00:55:52,shipped,2257.28
ORD0000354,CUST000184,2025-07-01 22:16:54,shipped,2247.35
ORD0000355,CUST000115,2024-08-15 01:19:04,delivered,4562.46
ORD0000356,CUST000158,2025-10-17 10:00:40,shipped,4901.14
ORD0000357,CUST000015,2025-07-16 05:56:32,delivered,2060.74
ORD0000358,CUST000132,2025-10-22 17:16:30,delivered,841.93
ORD0000359,CUST000008,2024-10-24 00:40:45,delivered,3406.54
ORD0000360,CUST000113,2024-07-17 20:19:37,processing,1218.18
ORD0000361,CUST000166,2026-01-01 10:49:17,shipped,4749.86
ORD0000362,CUST000009,2025-11-07 08:13:21,shipped,2277.12
ORD0000363,CUST000095,2025-07-30 22:27:41,shipped,430.58
ORD0000364,CUST000036,2025-07-17 05:04:05,shipped,1606.21
ORD0000365,CUST000072,2025-09-23 20:30:55,returned,178.27
ORD0000366,CUST000048,2025-07-24 22:34:58,shipped,4572.04
ORD0000367,CUST000031,2024-09-01 08:03:47,delivered,3534.99
ORD0000368,CUST000055,2025-08-14 15:30:02,shipped,4586.57
ORD0000369,CUST000126,2024-12-20 00:50:55,processing,4271.49
ORD0000370,CUST000116,2025-10-28 03:26:09,canceled,2253.3
ORD0000371,CUST000023,2025-11-25 09:18:44,delivered,3562.23
ORD0000372,CUST000141,2025-09-24 12:30:49,shipped,1534.79
ORD0000373,CUST000041,2025-12-27 04:47:01,shipped,1839.39
ORD0000374,CUST000058,2025-09-01 04:54:02,returned,3970.73
ORD0000375,CUST000061,2025-12-27 18:16:34,shipped,1836.44
ORD0000376,CUST000147,2025-10-20 00:29:22,shipped,4915.91
ORD0000377,CUST000034,2025-11-17 19:17:11,processing,2020.89
ORD0000378,CUST000184,2025-08-11 17:52:00,shipped,3857.36
ORD0000379,CUST000148,2024-04-17 02:24:52,processing,1619.29
ORD0000380,CUST000019,2025-03-10 07:26:02,shipped,2610.93
ORD0000381,CUST000033,2025-12-12 08:04:31,delivered,3216.98
ORD0000382,CUST000047,2026-01-04 14:55:23,returned,2191.46
ORD0000383,CUST000015,2025-12-10 02:47:14,processing,807.43
ORD0000384,CUST000043,2024-09-15 03:17:23,shipped,3561.19
ORD0000385,CUST000089,2025-08-17 10:38:03,canceled,4237.37
ORD0000386,CUST000065,2025-10-20 18:13:35,delivered,2776.67
ORD0000387,CUST000033,2025-07-06 20:39:18,shipped,2690.72
ORD0000388,CUST000129,2025-10-07 19:18:01,shipped,4710.95
ORD0000389,CUST000040,2025-08-06 18:41:42,delivered,3617.13
ORD0000390,CUST000155,2025-08-04 06:34:14,delivered,2839.91
ORD0000391,CUST000008,2024-09-06 05:10:51,pending,3225.2
ORD0000392,CUST000148,2024-09-12 09:08:43,delivered,3846.45
ORD0000393,CUST000107,2025-11-06 05:40:09,delivered,2515.29
ORD0000394,CUST000161,2025-08-10 19:55:57,shipped,4785.42
ORD0000395,CUST000124,2025-09-10 14:03:45,delivered,3440.7
ORD0000396,CUST000077,2025-10-16 08:24:14,processing,346.57
ORD0000397,CUST000113,2025-05-09 15:22:41,shipped,1059.91
ORD0000398,CUST000156,2025-12-04 21:30:30,shipped,3605.9
ORD0000399,CUST000188,2026-01-02 06:29:52,shipped,2023.65
ORD0000400,CUST000195,2025-02-22 17:26:23,shipped,575.61
ORD0000401,CUST000062,2025-03-14 08:19:01,processing,2275.5
ORD0000402,CUST000037,2024-07-25 22:45:21,processing,4729.66
ORD0000403,CUST000158,2025-10-10 21:22:12,shipped,4333.27
